"","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count"
"12772","PSV",2012,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12773","Wii",2009,"Strategy",0,0,0.06,0,0.06,NA,NA,NA,NA
"12774","PS",1997,"Adventure",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12775","PS2",2005,"Misc",0.03,0.02,0,0.01,0.06,73,28,8,11
"12776","Wii",2009,"Sports",0.04,0.01,0,0,0.06,NA,NA,NA,NA
"12777","PSP",2012,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12778","PS3",2014,"Role-Playing",0.03,0,0.02,0.01,0.06,64,11,6,17
"12779","GC",2002,"Racing",0.04,0.01,0,0,0.06,58,17,NA,NA
"12780","PSV",2012,"Racing",0,0.04,0,0.01,0.06,78,39,6,123
"12781","PS2",2007,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12782","PS2",2004,"Racing",0.03,0.02,0,0.01,0.06,NA,NA,NA,NA
"12783","XB",2002,"Platform",0.04,0.01,0,0,0.06,70,13,NA,NA
"12784","PC",2001,"Action",0.01,0.04,0,0.01,0.06,65,11,7,76
"12785","3DS",2012,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12787","GBA",2005,"Misc",0.04,0.01,0,0,0.06,NA,NA,NA,NA
"12788","DS",2006,"Action",0.05,0,0,0,0.06,70,29,8,5
"12789","PSV",2012,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12790","PC",2013,"Action",0,0.05,0,0,0.06,65,26,7,1007
"12791","PSP",2013,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12792","PS2",2010,"Action",0.03,0.02,0,0.01,0.06,NA,NA,NA,NA
"12793","SNES",1995,"Platform",0,0,0.06,0,0.06,NA,NA,NA,NA
"12794","SAT",1994,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12795","PSV",2015,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12796","PSP",2011,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12797","PS",1996,"Racing",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12798","Wii",2010,"Puzzle",0,0.05,0,0,0.06,NA,NA,NA,NA
"12799","PS2",2000,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12800","DS",2007,"Puzzle",0.05,0,0,0,0.06,68,13,NA,NA
"12801","GC",2005,"Simulation",0,0,0.05,0,0.06,NA,NA,NA,NA
"12802","DS",2008,"Adventure",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12803","DS",2005,"Sports",0.05,0,0,0,0.06,NA,NA,NA,NA
"12804","PS2",2000,"Strategy",0,0,0.06,0,0.06,NA,NA,NA,NA
"12805","DS",2007,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12806","GBA",2002,"Racing",0.04,0.01,0,0,0.06,67,11,NA,NA
"12807","DS",2009,"Simulation",0.05,0,0,0,0.06,NA,NA,NA,NA
"12808","PS2",2002,"Sports",0.03,0.02,0,0.01,0.06,62,13,NA,NA
"12809","DS",2009,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12810","PS2",2008,"Adventure",0,0,0.06,0,0.06,NA,NA,NA,NA
"12811","X360",2011,"Sports",0,0.05,0,0.01,0.06,NA,NA,NA,NA
"12812","PS",2000,"Adventure",0.03,0.02,0,0,0.06,34,4,NA,NA
"12813","PS",1998,"Racing",0,0,0.05,0,0.06,NA,NA,NA,NA
"12814","XB",2006,"Sports",0.04,0.01,0,0,0.06,69,14,6,13
"12815","PSV",2016,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12816","GBA",2002,"Action",0.04,0.01,0,0,0.06,53,7,NA,NA
"12817","3DS",2011,"Strategy",0,0,0.06,0,0.06,NA,NA,NA,NA
"12818","DS",2009,"Sports",0.05,0,0,0,0.06,NA,NA,NA,NA
"12819","PS4",2015,"Sports",0,0.05,0,0.01,0.06,NA,NA,3,4
"12820","3DS",2011,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12821","GBA",2004,"Puzzle",0.04,0.01,0,0,0.06,37,6,NA,NA
"12822","DS",2009,"Simulation",0.05,0,0,0,0.06,NA,NA,NA,NA
"12823","PSV",2015,"Action",0,0,0.06,0,0.06,NA,NA,NA,NA
"12824","X360",2013,"Racing",0.04,0.01,0,0.01,0.06,19,14,1,433
"12825","NG",1996,"Fighting",0,0,0.06,0,0.06,NA,NA,NA,NA
"12826","PS4",2014,"Strategy",0,0,0.06,0,0.06,NA,NA,NA,NA
"12827","PS2",2005,"Misc",0.03,0.02,0,0.01,0.06,50,6,NA,NA
"12828","DS",2008,"Simulation",0,0,0.06,0,0.06,NA,NA,NA,NA
"12829","PS2",2007,"Sports",0.03,0.02,0,0.01,0.06,NA,NA,NA,NA
"12830","PC",2009,"Action",0,0.05,0,0.01,0.06,76,20,8,236
"12831","SAT",1995,"Shooter",0,0,0.06,0,0.06,NA,NA,NA,NA
"12832","PSP",2010,"Simulation",0,0,0.06,0,0.06,NA,NA,NA,NA
"12833","X360",2008,"Misc",0.05,0,0,0,0.06,52,23,6,7
"12834","GC",2004,"Shooter",0.04,0.01,0,0,0.06,68,25,8,5
"12835","PS",1997,"Shooter",0.03,0.02,0,0,0.06,76,11,NA,NA
"12836","PC",2016,"Sports",0.01,0.04,0,0,0.06,86,20,8,580
"12837","X360",2011,"Action",0,0.04,0.01,0.01,0.06,NA,NA,NA,NA
"12838","PS4",2016,"Misc",0.01,0,0.05,0,0.06,NA,NA,NA,NA
"12839","PS",1995,"Fighting",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12840","DS",2007,"Role-Playing",0.05,0,0,0,0.06,60,10,NA,NA
"12841","GBA",2004,"Sports",0.04,0.01,0,0,0.06,NA,NA,NA,NA
"12842","SAT",1997,"Platform",0,0,0.06,0,0.06,NA,NA,NA,NA
"12843","XB",2003,"Racing",0.04,0.01,0,0,0.06,68,28,NA,NA
"12844","PS2",2002,"Racing",0.03,0.02,0,0.01,0.06,82,10,7,14
"12845","3DS",2011,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12846","PS",1996,"Racing",0.03,0.02,0,0,0.06,NA,NA,NA,NA
"12847","PC",2009,"Platform",0,0.05,0,0.01,0.06,81,44,8,1026
"12848","PC",2006,"Role-Playing",0.01,0.04,0,0.01,0.06,77,51,8,387
"12849","GC",2004,"Strategy",0.04,0.01,0,0,0.06,59,22,6,7
"12850","DS",2008,"Platform",0.05,0,0,0,0.06,59,5,NA,NA
"12851","XB",2002,"Shooter",0.04,0.01,0,0,0.06,48,11,NA,NA
"12852","DC",2000,"Sports",0,0,0.06,0,0.06,NA,NA,NA,NA
"12853","PS2",2004,"Action",0.03,0.02,0,0.01,0.06,53,8,NA,NA
"12854","DS",2007,"Role-Playing",0.05,0,0,0,0.06,65,18,7,13
"12855","PSP",2010,"Role-Playing",0,0,0.06,0,0.06,NA,NA,NA,NA
"12856","PSV",2015,"Misc",0,0,0.06,0,0.06,NA,NA,NA,NA
"12857","DS",2006,"Shooter",0.05,0,0,0,0.06,NA,NA,NA,NA
"12858","PC",2011,"Simulation",0,0.05,0,0.01,0.06,NA,NA,NA,NA
"12859","PS2",2005,"Racing",0.03,0.02,0,0.01,0.06,NA,NA,NA,NA
"12860","PC",2006,"Role-Playing",0,0.05,0,0.01,0.06,63,39,7,519
"12861","Wii",2009,"Puzzle",0.05,0,0,0,0.05,NA,NA,NA,NA
"12862","PSP",2013,"Adventure",0,0,0.05,0,0.05,NA,NA,NA,NA
"12863","SAT",1998,"Strategy",0,0,0.05,0,0.05,NA,NA,NA,NA
"12864","DS",2009,"Strategy",0.05,0,0,0,0.05,42,5,NA,NA
"12865","XOne",2016,"Action",0.03,0.02,0,0,0.05,35,17,5,74
"12866","DS",2010,"Misc",0.05,0,0,0,0.05,NA,NA,NA,NA
"12867","GBA",2002,"Strategy",0.04,0.01,0,0,0.05,75,4,NA,NA
"12868","GBA",2002,"Role-Playing",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"12869","Wii",2007,"Misc",0.05,0,0,0,0.05,30,4,3,20
"12870","PS2",2006,"Action",0.03,0.02,0,0.01,0.05,43,36,6,11
"12871","XB",2003,"Racing",0.04,0.01,0,0,0.05,60,16,8,4
"12872","GBA",2005,"Strategy",0.04,0.01,0,0,0.05,78,29,9,10
"12873","PC",2010,"Racing",0,0.05,0,0.01,0.05,84,15,6,99
"12874","XB",2003,"Action",0.04,0.01,0,0,0.05,65,25,7,7
"12875","DS",2010,"Misc",0,0,0.05,0,0.05,NA,NA,NA,NA
"12876","PC",1999,"Action",0,0.05,0,0.01,0.05,NA,NA,8,100
"12877","PS2",2002,"Puzzle",0.03,0.02,0,0.01,0.05,72,24,7,6
"12878","PS",1997,"Sports",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"12879","DS",2010,"Misc",0.05,0,0,0,0.05,NA,NA,NA,NA
"12880","DS",2010,"Misc",0.05,0,0,0,0.05,NA,NA,NA,NA
"12881","Wii",2010,"Sports",0.05,0,0,0,0.05,NA,NA,NA,NA
"12883","PS",1996,"Sports",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"12884","PSP",2008,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"12885","GC",2003,"Role-Playing",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"12886","Wii",2009,"Action",0.05,0,0,0,0.05,42,7,5,8
"12887","PSP",2011,"Sports",0.05,0,0,0.01,0.05,NA,NA,NA,NA
"12888","DS",2008,"Strategy",0,0,0.05,0,0.05,NA,NA,NA,NA
"12889","PS2",2002,"Role-Playing",0.03,0.02,0,0.01,0.05,70,17,NA,NA
"12890","GC",2001,"Sports",0.04,0.01,0,0,0.05,53,10,NA,NA
"12891","DS",2006,"Action",0.05,0,0,0,0.05,58,7,NA,NA
"12892","PSV",2015,"Adventure",0,0,0.05,0,0.05,NA,NA,NA,NA
"12893","PC",2016,"Strategy",0,0.05,0,0,0.05,83,36,6,306
"12894","GBA",2003,"Simulation",0.04,0.01,0,0,0.05,70,8,8,7
"12895","DS",2008,"Misc",0.05,0,0,0,0.05,NA,NA,NA,NA
"12896","PS2",2006,"Action",0.03,0.02,0,0.01,0.05,69,39,7,31
"12897","PC",2009,"Adventure",0,0.04,0,0.01,0.05,NA,NA,NA,NA
"12899","XB",2002,"Sports",0.04,0.01,0,0,0.05,80,15,8,10
"12900","PS3",2014,"Shooter",0.01,0.04,0,0.01,0.05,43,12,6,75
"12901","PS2",2010,"Adventure",0,0,0.05,0,0.05,NA,NA,NA,NA
"12902","Wii",2009,"Strategy",0.05,0,0,0,0.05,66,4,NA,NA
"12903","GC",2002,"Action",0.04,0.01,0,0,0.05,71,15,NA,NA
"12904","DS",2008,"Adventure",0.04,0.01,0,0,0.05,66,20,NA,NA
"12905","PS4",2016,"Action",0.04,0,0,0.01,0.05,NA,NA,NA,NA
"12906","PSP",2010,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"12907","PSP",2009,"Simulation",0.05,0,0,0,0.05,36,12,NA,NA
"12908","XB",2004,"Racing",0.04,0.01,0,0,0.05,64,34,NA,NA
"12909","XB",2003,"Shooter",0.04,0.01,0,0,0.05,55,11,NA,NA
"12910","PSP",2006,"Puzzle",0.05,0,0,0.01,0.05,62,24,NA,NA
"12911","PC",2010,"Shooter",0.05,0,0,0,0.05,63,13,5,48
"12912","PSP",2011,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"12913","PSP",2011,"Strategy",0,0,0.05,0,0.05,NA,NA,NA,NA
"12914","PS",1998,"Sports",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"12915","PS2",2001,"Sports",0.03,0.02,0,0.01,0.05,50,9,NA,NA
"12916","XB",2005,"Action",0.04,0.01,0,0,0.05,66,22,8,4
"12917","PSV",2015,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"12918","GBA",2004,"Puzzle",0,0,0.05,0,0.05,NA,NA,NA,NA
"12919","GBA",2002,"Sports",0.04,0.01,0,0,0.05,76,4,NA,NA
"12920","PS2",2004,"Simulation",0.03,0.02,0,0.01,0.05,65,12,NA,NA
"12921","PC",2012,"Adventure",0,0.05,0,0.01,0.05,76,9,6,15
"12922","XOne",2015,"Action",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"12923","PC",2009,"Puzzle",0,0.04,0,0.01,0.05,NA,NA,7,19
"12924","PSV",2016,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"12925","3DS",2015,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"12926","DS",2010,"Simulation",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"12927","PS3",2016,"Adventure",0.01,0.04,0,0.01,0.05,NA,NA,NA,NA
"12928","Wii",2008,"Strategy",0.05,0,0,0,0.05,NA,NA,NA,NA
"12929","PC",2014,"Action",0,0.05,0,0,0.05,59,22,7,379
"12930","PSP",2006,"Misc",0.05,0,0,0,0.05,75,10,NA,NA
"12931","PS2",2006,"Fighting",0,0,0.05,0,0.05,NA,NA,NA,NA
"12932","PS2",2001,"Shooter",0.03,0.02,0,0.01,0.05,78,34,8,28
"12933","XB",2006,"Sports",0.04,0.01,0,0,0.05,59,15,NA,NA
"12934","3DS",2015,"Adventure",0.05,0,0,0.01,0.05,NA,NA,NA,NA
"12935","PSP",2008,"Role-Playing",0.04,0,0,0.01,0.05,57,14,7,12
"12936","GBA",2002,"Role-Playing",0.04,0.01,0,0,0.05,76,12,8,8
"12937","XB",2004,"Sports",0.04,0.01,0,0,0.05,74,21,8,9
"12938","PC",2011,"Simulation",0,0.04,0,0.01,0.05,57,4,5,30
"12939","DS",2006,"Misc",0,0,0.05,0,0.05,NA,NA,NA,NA
"12940","PSP",2007,"Action",0.05,0,0,0,0.05,41,9,NA,NA
"12941","GC",2003,"Platform",0,0,0.05,0,0.05,NA,NA,NA,NA
"12942","PS",2002,"Fighting",0,0,0.05,0,0.05,NA,NA,NA,NA
"12943","DS",2011,"Simulation",0.05,0,0,0,0.05,NA,NA,NA,NA
"12944","PSV",2016,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"12945","GC",2003,"Role-Playing",0.04,0.01,0,0,0.05,51,6,8,7
"12946","PS3",2015,"Racing",0,0.02,0.03,0,0.05,NA,NA,NA,NA
"12947","PSV",2015,"Role-Playing",0.01,0.01,0.03,0.01,0.05,NA,NA,NA,NA
"12948","PSV",2015,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"12949","XB",2002,"Platform",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"12950","SNES",1995,"Adventure",0,0,0.05,0,0.05,NA,NA,NA,NA
"12951","Wii",2008,"Misc",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"12952","PS2",2002,"Puzzle",0,0,0.05,0,0.05,NA,NA,NA,NA
"12953","DS",2011,"Platform",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"12954","PS2",2003,"Platform",0.03,0.02,0,0.01,0.05,NA,NA,NA,NA
"12955","Wii",2009,"Puzzle",0,0,0.05,0,0.05,NA,NA,NA,NA
"12956","Wii",2011,"Sports",0,0.05,0,0.01,0.05,NA,NA,NA,NA
"12957","PC",2011,"Simulation",0,0.04,0,0.01,0.05,60,13,7,114
"12958","PSV",2014,"Strategy",0,0,0.05,0,0.05,NA,NA,NA,NA
"12959","XB",2003,"Sports",0.04,0.01,0,0,0.05,71,14,6,8
"12960","Wii",2013,"Misc",0,0,0.05,0,0.05,NA,NA,NA,NA
"12962","3DS",2013,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"12963","PS",1995,"Racing",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"12964","DS",2009,"Role-Playing",0.05,0,0,0,0.05,58,24,7,20
"12965","PSP",2006,"Platform",0.05,0,0,0,0.05,68,34,7,9
"12966","XB",2003,"Sports",0.04,0.01,0,0,0.05,80,23,8,9
"12967","PS4",2016,"Platform",0.04,0,0,0.01,0.05,52,64,3,282
"12968","DS",2010,"Misc",0.03,0.01,0,0,0.05,NA,NA,NA,NA
"12969","SNES",1993,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"12970","PS2",2006,"Action",0.03,0.02,0,0.01,0.05,66,26,7,6
"12971","PS4",2016,"Sports",0,0,0.05,0,0.05,43,9,7,110
"12973","DS",2007,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"12974","DS",2010,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"12975","PS",1999,"Fighting",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"12976","DS",2008,"Action",0.05,0,0,0,0.05,59,12,NA,NA
"12977","PS3",2014,"Racing",0,0,0.05,0,0.05,NA,NA,NA,NA
"12978","DS",2010,"Misc",0.05,0,0,0,0.05,NA,NA,NA,NA
"12979","PC",2007,"Shooter",0,0.04,0,0.01,0.05,78,38,7,204
"12980","DS",2009,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"12981","PS",1997,"Platform",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"12982","3DS",2012,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"12983","Wii",2007,"Action",0.05,0,0,0,0.05,57,4,NA,NA
"12984","XB",2004,"Action",0.04,0.01,0,0,0.05,61,15,NA,NA
"12985","PS",1999,"Sports",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"12986","GEN",1993,"Platform",0,0,0.05,0,0.05,NA,NA,NA,NA
"12987","PS3",2012,"Shooter",0,0,0.05,0,0.05,NA,NA,NA,NA
"12988","PS4",2015,"Role-Playing",0.04,0,0,0.01,0.05,NA,NA,NA,NA
"12989","DS",2010,"Puzzle",0,0.05,0,0.01,0.05,NA,NA,NA,NA
"12990","Wii",2009,"Puzzle",0,0.05,0,0,0.05,NA,NA,NA,NA
"12991","DS",2009,"Misc",0.05,0,0,0,0.05,NA,NA,NA,NA
"12992","PC",2011,"Strategy",0.01,0.03,0,0.01,0.05,77,21,8,93
"12993","PSP",2012,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"12994","XB",2002,"Platform",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"12995","DS",2008,"Role-Playing",0.05,0,0,0,0.05,67,24,6,12
"12996","PS2",2006,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"12997","XB",2005,"Adventure",0.04,0.01,0,0,0.05,75,17,NA,NA
"12998","Wii",2010,"Sports",0.05,0,0,0,0.05,NA,NA,NA,NA
"12999","SNES",1993,"Misc",0,0,0.05,0,0.05,NA,NA,NA,NA
"13000","DS",2008,"Adventure",0.05,0,0,0,0.05,NA,NA,NA,NA
"13001","PS2",2004,"Role-Playing",0.03,0.02,0,0.01,0.05,NA,NA,NA,NA
"13002","XOne",2016,"Action",0.02,0.03,0,0,0.05,67,10,4,18
"13003","WiiU",2013,"Platform",0.03,0.01,0,0,0.05,58,9,6,16
"13004","DS",2010,"Simulation",0.05,0,0,0,0.05,NA,NA,NA,NA
"13005","DS",2009,"Misc",0,0.04,0,0.01,0.05,NA,NA,NA,NA
"13006","GC",2002,"Sports",0.01,0,0.03,0,0.05,58,20,6,5
"13007","PS4",2015,"Sports",0,0.05,0,0.01,0.05,NA,NA,NA,NA
"13008","X360",2007,"Sports",0.04,0.01,0,0,0.05,72,27,8,10
"13009","PSP",2009,"Fighting",0,0,0.05,0,0.05,NA,NA,NA,NA
"13010","Wii",2011,"Shooter",0.05,0,0,0,0.05,NA,NA,NA,NA
"13011","PC",2015,"Racing",0,0.05,0,0,0.05,61,13,3,63
"13012","SCD",1994,"Misc",0,0,0.05,0,0.05,NA,NA,NA,NA
"13013","PSV",2015,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"13014","GC",2002,"Platform",0.04,0.01,0,0,0.05,46,10,NA,NA
"13015","DS",2009,"Action",0.05,0,0,0,0.05,58,7,6,5
"13016","PS2",2006,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"13017","X360",2011,"Simulation",0,0,0.05,0,0.05,NA,NA,NA,NA
"13018","PC",2011,"Action",0.03,0.01,0,0,0.05,61,21,6,127
"13019","PS2",2004,"Racing",0.03,0.02,0,0.01,0.05,54,4,NA,NA
"13020","DS",2008,"Simulation",0.05,0,0,0,0.05,NA,NA,NA,NA
"13021","PS3",2009,"Misc",0,0.04,0,0.01,0.05,NA,NA,NA,NA
"13022","PS2",2008,"Sports",0,0,0.05,0,0.05,NA,NA,NA,NA
"13023","PSP",2009,"Action",0,0,0.05,0,0.05,NA,NA,NA,NA
"13024","Wii",2009,"Misc",0.05,0,0,0,0.05,46,16,NA,NA
"13025","DS",2008,"Simulation",0.05,0,0,0,0.05,NA,NA,NA,NA
"13026","XB",2003,"Action",0.04,0.01,0,0,0.05,79,43,8,12
"13027","PS2",2005,"Action",0.03,0.02,0,0.01,0.05,72,30,7,18
"13028","DS",2007,"Platform",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"13029","X360",2010,"Fighting",0.05,0,0,0,0.05,49,11,6,12
"13030","GC",2003,"Platform",0.04,0.01,0,0,0.05,70,4,8,5
"13031","PC",2010,"Action",0,0.04,0,0.01,0.05,66,12,3,47
"13032","Wii",2007,"Puzzle",0.05,0,0,0,0.05,NA,NA,1,8
"13033","XB",2004,"Role-Playing",0.04,0.01,0,0,0.05,66,33,5,23
"13034","PSP",2012,"Adventure",0,0,0.05,0,0.05,NA,NA,NA,NA
"13035","XB",2003,"Racing",0.04,0.01,0,0,0.05,71,8,7,5
"13036","DS",2006,"Action",0.05,0,0,0,0.05,NA,NA,NA,NA
"13037","XB",2004,"Puzzle",0.04,0.01,0,0,0.05,74,12,NA,NA
"13038","XB",2002,"Racing",0.04,0.01,0,0,0.05,69,16,NA,NA
"13039","PS3",2016,"Action",0.01,0.03,0,0.01,0.05,NA,NA,3,14
"13040","X360",2014,"Adventure",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"13041","GBA",2003,"Platform",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"13042","PS4",2016,"Shooter",0.03,0.01,0,0.01,0.05,76,39,8,57
"13043","GC",2005,"Misc",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"13044","PS2",2002,"Racing",0.03,0.02,0,0.01,0.05,70,14,4,5
"13045","WiiU",2015,"Action",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"13046","Wii",2009,"Adventure",0,0.05,0,0,0.05,NA,NA,NA,NA
"13047","PS",1998,"Action",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"13048","Wii",2008,"Sports",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"13049","PC",2015,"Fighting",0.01,0.04,0,0,0.05,76,10,5,475
"13050","DS",2010,"Fighting",0,0,0.05,0,0.05,NA,NA,NA,NA
"13051","PC",2011,"Simulation",0,0.04,0,0.01,0.05,70,20,7,105
"13052","PS2",2002,"Adventure",0.03,0.02,0,0.01,0.05,37,12,5,8
"13053","DS",2010,"Adventure",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"13054","DS",2010,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"13055","PSV",2015,"Adventure",0,0,0.05,0,0.05,NA,NA,NA,NA
"13056","XOne",2015,"Action",0.03,0.02,0,0,0.05,48,6,7,8
"13057","PSP",2010,"Fighting",0.05,0,0,0,0.05,50,6,6,4
"13058","DS",2008,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"13059","DS",2009,"Fighting",0.05,0,0,0,0.05,NA,NA,NA,NA
"13060","DS",2009,"Sports",0.05,0,0,0,0.05,NA,NA,NA,NA
"13061","X360",2014,"Role-Playing",0.03,0.02,0,0,0.05,51,11,4,42
"13063","PC",2009,"Role-Playing",0,0.04,0,0.01,0.05,61,17,6,51
"13064","PC",2009,"Shooter",0.02,0.03,0,0.01,0.05,76,29,4,539
"13065","DS",2008,"Sports",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"13066","SNES",1991,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"13067","PC",2010,"Misc",0.05,0,0,0,0.05,NA,NA,NA,NA
"13068","DS",2011,"Puzzle",0,0.04,0,0.01,0.05,NA,NA,NA,NA
"13069","XOne",2015,"Role-Playing",0.04,0.01,0,0.01,0.05,77,13,7,56
"13070","X360",2010,"Shooter",0,0.04,0,0.01,0.05,77,10,8,16
"13071","PSP",2010,"Adventure",0,0,0.05,0,0.05,NA,NA,NA,NA
"13072","DS",2006,"Puzzle",0,0,0.05,0,0.05,NA,NA,NA,NA
"13073","X360",2010,"Shooter",0.05,0,0,0,0.05,33,4,6,15
"13074","GBA",2003,"Sports",0.04,0.01,0,0,0.05,NA,NA,NA,NA
"13075","GBA",2005,"Role-Playing",0.04,0.01,0,0,0.05,68,34,8,6
"13076","PSP",2010,"Sports",0,0,0.05,0,0.05,NA,NA,NA,NA
"13077","DS",2010,"Simulation",0.05,0,0,0,0.05,NA,NA,NA,NA
"13078","DS",2007,"Simulation",0.05,0,0,0,0.05,66,8,NA,NA
"13079","PS",2001,"Racing",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"13080","PS4",2015,"Adventure",0.04,0,0,0.01,0.05,NA,NA,NA,NA
"13081","PS2",2008,"Fighting",0,0,0.05,0,0.05,NA,NA,NA,NA
"13082","WiiU",2015,"Action",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"13083","DS",2009,"Simulation",0.05,0,0,0,0.05,NA,NA,NA,NA
"13084","DS",2006,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"13085","DS",2007,"Action",0.05,0,0,0,0.05,71,9,NA,NA
"13086","DS",2007,"Adventure",0,0,0.05,0,0.05,NA,NA,NA,NA
"13087","PSP",2010,"Misc",0,0,0.05,0,0.05,NA,NA,NA,NA
"13088","GBA",2003,"Sports",0.04,0.01,0,0,0.05,82,4,7,9
"13089","PSP",2004,"Simulation",0.05,0,0,0,0.05,NA,NA,NA,NA
"13090","PS2",2002,"Racing",0.03,0.02,0,0.01,0.05,69,18,NA,NA
"13091","PS2",2009,"Adventure",0,0,0.05,0,0.05,NA,NA,NA,NA
"13092","DS",2010,"Simulation",0.05,0,0,0,0.05,NA,NA,NA,NA
"13093","GC",2002,"Misc",0.04,0.01,0,0,0.05,39,6,7,5
"13094","PC",2013,"Shooter",0,0.05,0,0,0.05,66,45,6,621
"13095","Wii",2009,"Action",0.05,0,0,0,0.05,53,10,NA,NA
"13096","DS",2008,"Shooter",0.03,0.01,0,0,0.05,75,23,7,8
"13097","DS",2004,"Sports",0,0,0.05,0,0.05,NA,NA,NA,NA
"13098","DS",2008,"Role-Playing",0.05,0,0,0,0.05,60,16,7,8
"13099","DS",2009,"Role-Playing",0,0,0.05,0,0.05,NA,NA,NA,NA
"13100","DS",2007,"Strategy",0,0.05,0,0,0.05,NA,NA,NA,NA
"13101","PSP",2007,"Shooter",0.02,0,0.02,0.01,0.05,78,26,7,25
"13102","Wii",2011,"Adventure",0.05,0,0,0,0.05,66,7,4,9
"13103","PS",2001,"Adventure",0,0,0.05,0,0.05,NA,NA,NA,NA
"13104","XB",2002,"Simulation",0.03,0.01,0.01,0,0.05,74,23,8,14
"13105","PS2",2001,"Sports",0.02,0.02,0,0.01,0.05,58,13,6,7
"13106","PS",1999,"Action",0.03,0.02,0,0,0.05,NA,NA,NA,NA
"13107","DS",2005,"Adventure",0.05,0,0,0,0.05,NA,NA,NA,NA
"13108","PS3",2011,"Misc",0,0,0.05,0,0.05,NA,NA,NA,NA
